,rev_id,score
0,796686590,Start
1,796716287,Start
2,796759474,Start
3,796879168,Stub
4,797181959,C
5,797582848,Start
6,797583278,Start
7,797586608,C
8,797591931,Start
9,797592236,Start
10,797592259,Start
11,797592325,Start
12,797592346,Stub
13,797592377,Start
14,797596769,Start
15,797596876,Stub
16,797599378,C
17,797601037,Start
18,797601668,Start
19,797601825,Start
20,797601904,C
21,797602596,Start
22,797602688,Start
23,797602815,Start
24,797607247,C
25,797607337,Start
26,797607405,Start
27,797607535,Start
28,797610163,Start
29,797652333,Start
30,797742881,Start
31,797774545,C
32,797971269,C
33,798115079,C
34,798488670,Start
35,798576875,Start
36,798621965,C
37,798738453,Stub
38,798805217,Start
39,798873921,Start
40,798917408,C
41,799106602,C
42,799432461,B
43,799540092,Start
44,799550199,C
45,799620842,C
46,799810308,C
47,799897619,C
48,799898794,Start
