,rev_id,score
0,710510264,Stub
1,717544729,Stub
2,720341135,Stub
3,723745966,Stub
4,726805368,
5,736660951,
6,744643166,
7,746534137,Stub
8,747922835,
9,749393403,Stub
10,760390131,Stub
11,764335547,Start
12,773417427,Start
13,779487623,Start
14,779488405,Stub
15,783448411,Start
16,787384789,Stub
17,787657953,Stub
18,787794669,Stub
19,788932955,Stub
20,789160779,Start
21,794024094,Stub
22,794311724,
23,794585469,Start
24,795196348,Start
25,796822635,Stub
26,798450122,C
27,798515840,Start
28,798945915,
29,799872011,Start
30,800072571,
31,801130065,Start
32,801306872,
33,801413940,Start
34,801696196,
35,802445176,
36,802517069,Stub
37,803068778,Start
38,803084154,C
39,804591711,GA
40,804697858,
41,805307345,C
42,805420467,
43,805629451,Start
44,806568380,FA
45,807213235,Stub
46,807218365,B
47,807336308,
48,807388519,Stub
