,rev_id,score
0,680532939,Stub
1,715823848,Stub
2,715823876,Stub
3,715823908,Stub
4,717259837,Stub
5,717338734,Stub
6,717340951,Stub
7,717340996,Stub
8,717341064,Stub
9,717345596,Stub
10,717346443,Stub
11,717350782,Stub
12,717867039,Stub
13,719706841,Stub
14,731458576,Stub
15,748179514,Stub
16,749046736,Stub
17,751464749,Stub
18,754790610,C
19,754935959,Start
20,754935982,Stub
21,764601118,Start
22,779056744,Stub
23,782764117,Start
24,783746509,Stub
25,785508390,Start
26,788318957,Start
27,790881651,Start
28,791265995,Start
29,794905581,C
30,795649021,Start
31,796203049,Stub
32,796203180,Stub
33,796203252,Start
34,796592041,Stub
35,797221428,Start
36,799551777,Stub
37,799551778,Stub
38,799551779,Stub
39,799551780,Start
40,801331124,Stub
41,801905609,C
42,802182199,Start
43,803249369,Start
44,804194605,Start
45,804918499,GA
46,805593607,C
47,806111869,Start
48,806422119,C
