,rev_id,score
0,726765413,Stub
1,726765426,Stub
2,726765481,Stub
3,726765558,Stub
4,726765776,Stub
5,729224889,Start
6,730567504,GA
7,732225589,Stub
8,736216284,Stub
9,743048860,Start
10,743924921,Stub
11,748221342,Stub
12,749617018,Stub
13,752914560,Stub
14,753233845,Start
15,754947352,Stub
16,755602012,Stub
17,756375962,Stub
18,768293723,Stub
19,768826715,Stub
20,769805665,Stub
21,774933915,Start
22,774938096,Stub
23,775765998,Stub
24,776006357,Stub
25,780068586,Start
26,782038393,C
27,783453531,Start
28,783659386,Start
29,783854836,Stub
30,784732777,Stub
31,789407703,Stub
32,789509604,Start
33,789754896,Stub
34,789773236,Start
35,790118358,Start
36,791460025,Stub
37,791953909,Stub
38,792053148,Stub
39,792441839,Start
40,793641463,Start
41,793892906,Stub
42,793915429,Start
43,794119231,Start
44,794251917,Start
45,794549254,Start
46,795054169,Stub
47,795588645,Stub
48,796147408,Start
