,rev_id,score
0,640826254,Stub
1,710380406,B
2,712082170,Stub
3,716596181,Start
4,718960489,Stub
5,720953589,
6,727254663,Start
7,738480520,
8,742707920,Stub
9,745745034,Stub
10,746758535,
11,760194556,
12,763240026,Stub
13,764911200,
14,765227498,Stub
15,765228329,
16,767702963,Start
17,770797569,Stub
18,771024369,Stub
19,772028679,Start
20,773024393,Stub
21,779028095,C
22,779171199,Start
23,783106969,Start
24,783878517,C
25,787978838,Stub
26,788009171,Start
27,788695829,Start
28,788963346,Stub
29,788964283,Stub
30,788966074,Stub
31,788969188,Stub
32,789093571,C
33,789281061,
34,789286413,
35,790053774,Start
36,790304389,Start
37,792898044,Stub
38,793817713,C
39,794866848,
40,796389354,C
41,798865216,
42,799332728,Start
43,801452719,Stub
44,801638735,
45,804709167,Stub
46,804898821,Stub
47,806057984,Start
48,806343780,Stub
