,rev_id,score
0,723733209,Stub
1,723733229,Stub
2,723733320,Stub
3,723733447,Stub
4,723733468,Stub
5,723733538,Stub
6,723733575,Stub
7,723786703,Stub
8,723786720,Stub
9,723786775,Stub
10,723965820,Stub
11,723986765,Start
12,724818337,Stub
13,724898277,Stub
14,724898287,Stub
15,724899193,Stub
16,725102341,Stub
17,725619538,Stub
18,726857496,Stub
19,727988401,Start
20,728300146,Start
21,729712348,Stub
22,729712525,Start
23,729720541,Stub
24,731418975,Stub
25,731656768,Stub
26,731656969,Stub
27,732060556,Start
28,732063939,Stub
29,732089980,Stub
30,732533634,Start
31,735206432,Stub
32,735563698,Stub
33,736241073,Stub
34,736450802,Stub
35,736650344,Stub
36,736650354,Stub
37,736650358,Stub
38,736650366,Stub
39,736650372,Stub
40,736651409,Stub
41,736651532,Stub
42,736651541,Stub
43,736658064,Stub
44,736662955,Stub
45,736665610,Stub
46,736819361,Stub
47,736819479,Stub
48,736819489,Stub
