,rev_id,score
0,800289583,Stub
1,800289607,Stub
2,800289616,Stub
3,800289633,Stub
4,800289682,Stub
5,800289784,Start
6,800289791,Stub
7,800289820,Stub
8,800289840,C
9,800289841,Stub
10,800289865,Stub
11,800289871,Stub
12,800289887,Stub
13,800289896,Stub
14,800289999,Stub
15,800290021,Stub
16,800290032,Stub
17,800290049,Start
18,800290054,Stub
19,800290113,Stub
20,800290128,Stub
21,800290241,Stub
22,800290247,Stub
23,800290254,Start
24,800290271,Stub
25,800290286,Stub
26,800290299,Stub
27,800290306,Stub
28,800290330,Stub
29,800290520,Start
30,800290645,Stub
31,800290678,Start
32,800290692,Stub
33,800290706,Stub
34,800290720,Stub
35,800290749,C
36,800290927,Start
37,800290940,Stub
38,800290998,Stub
39,800291006,Stub
40,800291018,Stub
41,800291048,Start
42,800291060,Stub
43,800296479,Start
44,800453323,Stub
45,800455849,Start
46,800456179,Stub
47,800456189,Stub
48,800456214,Stub
