,rev_id,score
0,788816112,Stub
1,788816163,Stub
2,788816603,Stub
3,788817892,Stub
4,788822322,Stub
5,788825692,Stub
6,788825704,Start
7,788825749,Stub
8,788825759,Start
9,788825766,Stub
10,788825776,Stub
11,788825929,Stub
12,788825936,Start
13,788825960,Start
14,788825993,Stub
15,788826009,Start
16,788826033,Stub
17,788826065,Stub
18,788826075,C
19,788827123,Stub
20,788827156,Stub
21,788827160,Stub
22,788827316,Start
23,788827328,Stub
24,788827474,Start
25,788827484,Stub
26,788827608,Stub
27,788827610,Stub
28,788827627,Start
29,788827639,Start
30,788827671,Stub
31,788827688,Stub
32,788827697,Stub
33,788827854,Start
34,788827863,Stub
35,788827945,Start
36,788828010,Start
37,788828022,Stub
38,788828054,Stub
39,788828066,Stub
40,788828086,Stub
41,788828099,Stub
42,788828150,C
43,788828179,Stub
44,788828193,Stub
45,788828416,Stub
46,788828429,Start
47,788828463,Stub
48,788828550,Start
