,rev_id,score
0,772525440,Stub
1,772525648,Stub
2,772525710,Stub
3,772526034,Start
4,772526165,Stub
5,772675056,Stub
6,773070346,Stub
7,773070727,Stub
8,773093511,Stub
9,773095089,Stub
10,773096263,Stub
11,773185737,Start
12,773816371,Stub
13,774204654,Stub
14,774212233,Stub
15,774333381,Stub
16,775251439,Stub
17,775296373,Stub
18,775296731,Start
19,775298612,Stub
20,775302882,Stub
21,775541374,Stub
22,775596273,Stub
23,776191313,Stub
24,776479497,Stub
25,776529444,Stub
26,776842587,Start
27,777118226,Stub
28,777545067,Start
29,777747816,Start
30,777862711,Stub
31,778252120,Stub
32,778470230,Stub
33,778538947,Start
34,778832511,Start
35,778970143,Start
36,779475887,Stub
37,779560565,Start
38,779896992,Stub
39,780009082,Start
40,780345945,C
41,780544240,Stub
42,780544504,Start
43,780544563,Stub
44,780544626,Stub
45,780544847,Stub
46,781122944,Stub
47,781407338,Stub
48,781983879,Start
