,rev_id,score
0,725732611,Stub
1,725784470,Stub
2,726495723,Start
3,726592405,Stub
4,727382079,Stub
5,727610326,Stub
6,729717100,Start
7,729806371,Stub
8,729881246,Stub
9,730261520,Stub
10,731211657,C
11,731767160,B
12,731892475,Stub
13,733544685,Start
14,736888144,Stub
15,736888154,Stub
16,736888155,Start
17,736888167,Start
18,736888290,Stub
19,738374614,Stub
20,739279129,Stub
21,739279145,Start
22,740829501,Stub
23,742609770,Start
24,744442159,Start
25,744920931,Start
26,746914707,Stub
27,747049051,Stub
28,747058178,Stub
29,747263788,Stub
30,749006294,Start
31,749081929,Stub
32,749565499,C
33,750898982,Stub
34,751180284,Start
35,751181408,Stub
36,751181491,Start
37,751181525,Start
38,751181721,GA
39,751182636,GA
40,752916078,Start
41,754158983,Stub
42,756310027,Stub
43,756784561,Stub
44,757539950,C
45,757562007,Start
46,757562009,Stub
47,757562047,Stub
48,757615861,C
