,rev_id,score
0,748802606,C
1,749208683,Stub
2,749557447,Stub
3,752768869,Stub
4,753089466,Stub
5,755977229,Stub
6,756482883,Stub
7,757011657,Stub
8,757213543,Stub
9,757213545,Stub
10,757213546,Start
11,757213590,Stub
12,757213664,Stub
13,757213756,Stub
14,757214021,Stub
15,757214132,Stub
16,757214134,Start
17,757214160,Stub
18,757214200,Stub
19,757214343,Stub
20,757214371,Stub
21,757214372,Stub
22,757214402,Stub
23,757214452,Stub
24,757214669,Stub
25,757217037,Stub
26,757217060,C
27,757217203,Stub
28,757217309,Stub
29,757217347,Stub
30,757217364,Stub
31,757217561,Stub
32,757217580,Stub
33,757217652,Stub
34,757340491,Stub
35,757340544,Stub
36,757340617,Stub
37,757340757,Stub
38,757340762,Stub
39,757340871,Stub
40,757341065,Stub
41,757341067,Stub
42,757341138,Stub
43,757341194,Stub
44,757341206,Stub
45,757341244,Stub
46,757341252,Stub
47,757341266,Stub
48,757341357,Stub
