,rev_id,score
0,775097114,C
1,775888632,Stub
2,776071578,Stub
3,776087031,C
4,776208929,Stub
5,776225838,Start
6,776682905,Start
7,777148626,Start
8,777481639,Start
9,778154506,C
10,778372979,Stub
11,778502920,Stub
12,778573232,Stub
13,778849950,Stub
14,779101264,Stub
15,779101579,Stub
16,779101752,
17,779101863,Stub
18,779102173,Stub
19,779102445,Stub
20,779102772,Stub
21,779102892,Stub
22,779102958,Start
23,779596298,Start
24,779734322,Stub
25,779736420,Start
26,779870298,GA
27,779876310,Start
28,780319066,Stub
29,780400096,Start
30,780500974,Start
31,780802371,B
32,781035881,Stub
33,781834405,Start
34,782115102,Stub
35,782115944,Start
36,782153349,Start
37,782500045,Stub
38,782508830,Stub
39,782906882,Start
40,782972612,B
41,783116422,Stub
42,783119689,Start
43,783130201,Start
44,783455479,Start
45,783662183,Start
46,784225074,C
47,784274857,Stub
48,784687469,Stub
