,rev_id,score
0,752578284,Start
1,752790529,Start
2,753353593,Stub
3,753369026,Stub
4,753369432,Stub
5,753602771,Stub
6,753753431,Stub
7,754053604,Stub
8,754865249,Stub
9,754882199,Stub
10,756894474,Stub
11,756894516,Stub
12,756895021,Stub
13,756895323,Stub
14,757313957,
15,757315112,Stub
16,757562117,Start
17,757562134,Start
18,757596669,Stub
19,757618950,Stub
20,757794416,Stub
21,757797827,Start
22,757867972,Stub
23,757868043,Stub
24,758050671,Start
25,758652000,Start
26,759371574,Stub
27,760129090,Start
28,762574050,Stub
29,763341749,Start
30,763720744,Start
31,764059217,Stub
32,764406948,Stub
33,764499859,Start
34,764646588,Stub
35,764728717,Stub
36,764740611,Stub
37,764884346,Start
38,764938496,Stub
39,765717347,
40,766185808,Start
41,766296412,Stub
42,766298812,Stub
43,766448189,Stub
44,766521075,C
45,767045289,Stub
46,767374162,Stub
47,768011425,Stub
48,768065090,Stub
