,rev_id,score
0,782594995,Stub
1,782617951,Start
2,782619859,Stub
3,782729155,Start
4,783210810,Start
5,785259001,Start
6,785364318,Stub
7,786066204,Start
8,787091037,Start
9,787276403,Start
10,787344075,Start
11,787356733,Stub
12,787411469,Start
13,787540124,Stub
14,787619667,C
15,787688628,Start
16,787693787,Start
17,788000068,Stub
18,788659079,Stub
19,788677921,Stub
20,789385116,Start
21,789745545,Start
22,790016464,Start
23,791250515,Stub
24,792330075,Start
25,792571925,Start
26,792626648,Stub
27,793145699,Stub
28,793341456,Stub
29,793341720,Stub
30,793353035,Start
31,793552931,Start
32,793677481,Start
33,793711092,Stub
34,793964050,Stub
35,794358132,Stub
36,794415235,C
37,795046037,Stub
38,795046228,Start
39,795430254,Stub
40,795591791,Stub
41,796128758,C
42,796289145,Stub
43,796349404,C
44,796891807,C
45,797748092,Start
46,797777427,C
47,798173848,Start
48,798746396,Stub
