,rev_id,score
0,802699065,C
1,802745249,Start
2,802819262,Start
3,802859459,Start
4,802907676,FA
5,803030286,C
6,803042016,Start
7,803076089,B
8,803095195,C
9,803109508,Start
10,803123449,C
11,803135822,C
12,803184209,Start
13,803200362,Stub
14,803246012,C
15,803265175,Start
16,803298752,Start
17,803300682,Start
18,803307197,C
19,803319558,C
20,803341014,Start
21,803346570,Start
22,803364874,C
23,803367518,C
24,803425364,B
25,803440441,GA
26,803484030,
27,803574094,C
28,803619692,Stub
29,803648860,Stub
30,803679942,Stub
31,803692835,Start
32,803693853,Start
33,803707427,C
34,803709580,Start
35,803713970,Start
36,803753209,C
37,803772608,C
38,803813597,C
39,803821108,C
40,803906441,C
41,803920747,C
42,803931974,Start
43,803933397,B
44,803953141,Start
45,803955866,Start
46,803964189,FA
47,803995478,C
48,804003806,Start
