,rev_id,score
0,710066519,Start
1,710715953,
2,712832121,Start
3,713113246,Stub
4,715179680,Stub
5,715926834,Stub
6,715926905,Stub
7,716814855,Stub
8,717252806,Stub
9,717365624,Start
10,717366122,Stub
11,717624594,Stub
12,717733887,Stub
13,717743144,Stub
14,717921766,Start
15,718002836,Stub
16,718019701,Stub
17,718052714,Stub
18,718250607,Stub
19,718362010,Start
20,718362588,Stub
21,718364221,Stub
22,718382045,Stub
23,718383950,Stub
24,718384584,Start
25,718384771,Stub
26,718882885,Stub
27,718933282,Stub
28,720125764,Stub
29,720408323,C
30,720586068,Stub
31,721524808,Start
32,721999414,Start
33,722198152,Stub
34,722893996,Start
35,723481980,Stub
36,723709911,Stub
37,724355183,Start
38,726625715,Start
39,727899635,Stub
40,728644481,Stub
41,729099380,Stub
42,729386082,Start
43,730949872,Stub
44,731353196,Stub
45,731397902,Start
46,731512019,C
47,737761144,Stub
48,739136660,Stub
