,rev_id,score
0,800666792,Start
1,800710061,C
2,800745960,Start
3,800861407,Start
4,800962046,C
5,801130115,C
6,801323063,Start
7,801323527,Start
8,801323598,Start
9,801323798,Start
10,801323870,Start
11,801323874,Start
12,801323986,Start
13,801324372,Start
14,801324400,Start
15,801543837,Start
16,801552164,B
17,802061698,C
18,802234680,C
19,802262962,C
20,802310130,Start
21,802609214,Start
22,802695922,Start
23,803055004,C
24,803148651,Stub
25,803289828,Start
26,803306591,GA
27,803553831,Start
28,803673359,Start
29,803673614,Start
30,803674050,Start
31,803715294,Start
32,803727605,Stub
33,803738015,C
34,803815362,C
35,803912827,Stub
36,803980721,Start
37,804010623,Stub
38,804036210,Start
39,804142943,C
40,804220891,Stub
41,804233498,Stub
42,804234135,Stub
43,804234143,Stub
44,804258962,GA
45,804302490,C
46,804303129,FA
47,804417076,C
48,804419108,Start
