,rev_id,score
0,757150997,Stub
1,757151418,Stub
2,757151471,Start
3,757151514,Stub
4,757151795,Stub
5,757151817,Stub
6,757151825,Stub
7,757151844,Stub
8,757152203,Stub
9,757152238,Stub
10,757153064,Stub
11,757153168,Stub
12,757153171,Start
13,757153244,Stub
14,757153292,Stub
15,757153565,Stub
16,757153610,Stub
17,757153622,Stub
18,757153678,Stub
19,757153690,Stub
20,757154697,Stub
21,757154725,Stub
22,757155008,Stub
23,757155117,Stub
24,757172406,Stub
25,757172833,Stub
26,757173615,Stub
27,757173910,Stub
28,757173960,Stub
29,757174187,Stub
30,757174205,Stub
31,757174249,Stub
32,757174476,Stub
33,757174723,Stub
34,757174860,Stub
35,757174869,Stub
36,757174931,Stub
37,757175028,Stub
38,757175106,Stub
39,757175389,Stub
40,757175683,Stub
41,757189978,Stub
42,757213180,Start
43,757213200,Stub
44,757213301,Stub
45,757213304,Stub
46,757213307,Stub
47,757213311,Stub
48,757213314,Stub
