,rev_id,score
0,355319463,Stub
1,498683267,Stub
2,565745353,Stub
3,565745365,Stub
4,565745375,Stub
5,669719757,Stub
6,670893206,Stub
7,693055898,Stub
8,705432607,Stub
9,707593108,Stub
10,708346649,Start
11,710675092,Stub
12,711388267,Stub
13,712971263,Stub
14,712971315,Stub
15,712971738,Stub
16,716886170,Stub
17,716886788,Stub
18,716891799,Start
19,717733209,Stub
20,719821590,Start
21,720066754,Stub
22,722563340,Stub
23,725132042,Stub
24,731749611,Stub
25,736550266,Stub
26,738855197,Start
27,741369486,C
28,742213176,Stub
29,747271475,Stub
30,751304544,C
31,751380073,Stub
32,757072468,Start
33,757802238,Stub
34,757842614,Start
35,762579466,Start
36,762816132,
37,764133533,Stub
38,771052289,C
39,774223245,Start
40,774223248,C
41,777478442,Stub
42,777550078,Start
43,782638002,Start
44,785614014,Stub
45,786449636,C
46,787390241,Start
47,787719236,Start
48,787738541,C
