,rev_id,score
0,712766657,Stub
1,714688037,Stub
2,714862657,Stub
3,715165020,Stub
4,717702453,Stub
5,718036963,Stub
6,722809464,Stub
7,723316359,Stub
8,723484442,Stub
9,723774726,Stub
10,723777455,Stub
11,723777527,Stub
12,723948684,Stub
13,724510861,Stub
14,724678968,Stub
15,724859665,Stub
16,725029600,Stub
17,725284673,Stub
18,727994519,Start
19,728211265,GA
20,730428322,Start
21,732171396,Stub
22,734019080,Stub
23,735190518,Start
24,735636657,Stub
25,735737567,Start
26,738088103,Stub
27,738480484,Stub
28,738480491,Stub
29,738480504,Stub
30,738480508,Stub
31,738480520,
32,742237674,Stub
33,743920089,Stub
34,744275097,Stub
35,745120445,Start
36,745750306,Stub
37,745800872,Stub
38,746367950,Stub
39,746935238,Start
40,749363493,Stub
41,749488069,Stub
42,750357494,Start
43,752223339,Start
44,757666866,Stub
45,760150452,Stub
46,761236986,Stub
47,762483439,Stub
48,769153954,Stub
