,rev_id,score
0,787781591,Stub
1,788303012,Start
2,788306307,Start
3,788309097,Start
4,788444830,C
5,789267314,Stub
6,789267332,Stub
7,789267342,Start
8,789267429,Start
9,789294528,Stub
10,789295285,Stub
11,789295289,Stub
12,789295464,Stub
13,789296408,Stub
14,789385949,Stub
15,789442494,Stub
16,789468057,Stub
17,789494190,C
18,790107899,C
19,790607686,Stub
20,790607890,C
21,790705939,Stub
22,791826853,C
23,792023776,Start
24,792071174,Stub
25,793441487,Start
26,793704011,Stub
27,793896344,Start
28,793911779,Stub
29,793948787,Stub
30,794220516,Start
31,794331202,Start
32,794460147,Stub
33,794605257,Start
34,794694590,Stub
35,794956618,Stub
36,795060438,Stub
37,795365942,Start
38,795735366,Stub
39,795787789,Start
40,796947477,Start
41,796947541,Start
42,796947583,Stub
43,796948039,Stub
44,797689385,Stub
45,797715320,Stub
46,798070897,Stub
47,798337761,Start
48,798756016,Stub
