,rev_id,score
0,784968648,Start
1,785085345,Stub
2,785407597,C
3,786162238,Start
4,786399604,Stub
5,786612217,Start
6,787952395,Stub
7,787952868,Stub
8,788015952,Start
9,788121309,Stub
10,788178766,Stub
11,788410657,Start
12,789102318,Start
13,789546047,Stub
14,789546066,Stub
15,789546079,Start
16,789546102,Stub
17,789546147,Stub
18,790372008,C
19,790608148,Stub
20,790608180,Stub
21,790608186,Start
22,790838510,Stub
23,791374581,Start
24,792417439,Stub
25,792476721,Start
26,793087579,Stub
27,793642926,C
28,794146543,Stub
29,794995687,Start
30,795098385,C
31,795377941,Stub
32,795807571,C
33,795809115,Stub
34,796253432,Stub
35,796403608,Start
36,796749458,C
37,796751775,Stub
38,796752629,Stub
39,796825099,C
40,797539957,C
41,797842545,Start
42,798490261,Start
43,798648973,Stub
44,798686948,C
45,798705619,Start
46,798796793,B
47,798944631,Stub
48,799301686,C
