,rev_id,score
0,805143594,Start
1,805144149,C
2,805144252,Start
3,805144569,Start
4,805145524,Start
5,805146622,Start
6,805147136,Stub
7,805148313,Start
8,805153754,Start
9,805172542,C
10,805178506,Start
11,805179372,Start
12,805206179,Start
13,805236117,C
14,805323651,C
15,805381675,Stub
16,805517741,Start
17,805651829,Stub
18,805655374,Start
19,805662651,C
20,805663288,Stub
21,805727841,C
22,805894960,C
23,805908149,Start
24,805928667,Start
25,805935845,Start
26,805957125,Start
27,805970277,Start
28,805971898,Stub
29,806084764,C
30,806103995,Start
31,806122087,Stub
32,806182579,Start
33,806188216,Stub
34,806199188,Stub
35,806199914,Start
36,806203008,C
37,806205502,C
38,806205623,Start
39,806207043,Start
40,806208004,Start
41,806281690,C
42,806282636,Start
43,806289927,Stub
44,806319948,C
45,806370213,Start
46,806434799,Start
47,806440862,C
48,806571574,Start
