,rev_id,score
0,723159568,Stub
1,723191310,Start
2,723488241,Start
3,723564313,Start
4,723618650,Start
5,723997041,Stub
6,724524255,Start
7,725108782,Stub
8,725137593,Stub
9,725173502,Start
10,725224837,Start
11,726080765,Stub
12,726684681,Stub
13,726684802,Start
14,726687151,Stub
15,726747410,Stub
16,726747414,Stub
17,726747418,Stub
18,726747429,Stub
19,726747447,Stub
20,726747448,Stub
21,726747457,Stub
22,730075106,Stub
23,730096924,Stub
24,730687976,Stub
25,730860769,C
26,732425100,Start
27,732684495,Start
28,734130086,Stub
29,734883389,Stub
30,736296295,Start
31,736633047,Start
32,736718355,Stub
33,737420475,Start
34,737581266,Start
35,738079569,Stub
36,738520618,Start
37,738668013,Stub
38,740509277,Stub
39,741263860,Stub
40,742233912,Start
41,742234852,Start
42,742905460,Stub
43,743995303,Stub
44,744076751,Stub
45,745486112,Stub
46,745486392,Stub
47,745929563,Stub
48,747148343,Start
