,rev_id,score
0,788721241,Stub
1,788721424,Stub
2,788721427,Stub
3,788721553,Stub
4,788721884,Start
5,788722058,Stub
6,788722110,
7,788722131,Stub
8,788722306,Stub
9,788722685,Stub
10,788722885,Stub
11,788722887,Stub
12,788722918,Stub
13,788723375,Stub
14,788723378,Stub
15,788723483,C
16,788723730,Stub
17,788723948,Stub
18,788724171,Start
19,788724473,Start
20,788724675,Stub
21,788724982,Stub
22,788725007,Start
23,788725122,Stub
24,788725225,Stub
25,788725403,Stub
26,788725468,Stub
27,788725493,Stub
28,788725509,Stub
29,788725525,Stub
30,788725613,C
31,788726092,Stub
32,788726271,Stub
33,788726430,Stub
34,788727017,Stub
35,788727047,Stub
36,788727103,Stub
37,788727152,Stub
38,788727163,Stub
39,788727205,Stub
40,788727281,Stub
41,788727284,Stub
42,788727379,Stub
43,788727530,Stub
44,788727561,Stub
45,788727757,Stub
46,788727843,Stub
47,788727845,Stub
48,788727861,Stub
