,rev_id,score
0,713763293,Start
1,713778758,Stub
2,713829928,Stub
3,713968802,Stub
4,714004051,Stub
5,714408836,Start
6,714424055,Start
7,714621526,Start
8,714624621,Stub
9,714624725,Stub
10,714624748,Stub
11,714723958,Stub
12,714724078,Stub
13,714757773,Stub
14,714758326,Stub
15,714984170,Stub
16,714988914,Stub
17,715154862,Stub
18,715167104,Start
19,715248131,Stub
20,715248161,Start
21,715248222,Stub
22,715472892,Stub
23,715479376,Stub
24,715479526,Stub
25,715485353,Stub
26,715500399,Stub
27,715517188,Stub
28,715520459,Stub
29,715528371,Stub
30,715529095,Stub
31,715529112,Stub
32,715529188,Stub
33,715545940,Stub
34,715767640,Start
35,715776600,Stub
36,715792775,Stub
37,715950412,Stub
38,716011515,Stub
39,716089410,Stub
40,716440404,Stub
41,716474968,Start
42,716498728,Stub
43,716510359,Stub
44,716510912,Start
45,716562775,Stub
46,716590883,Stub
47,716613766,Stub
48,716663585,Stub
