,rev_id,score
0,787361917,Stub
1,787375351,Stub
2,787378864,Stub
3,787386882,Stub
4,787504508,Start
5,787542649,Start
6,788066012,Start
7,788088575,Start
8,788253270,Stub
9,788254453,Stub
10,788254718,Start
11,788259919,Stub
12,788261761,Stub
13,788363884,Stub
14,788564201,Start
15,788864423,Stub
16,788864464,Start
17,788864651,Stub
18,788864663,Stub
19,788864700,Stub
20,788864902,Stub
21,788865185,Stub
22,788866886,Start
23,788866968,Start
24,788866972,Stub
25,788867199,Stub
26,788868595,Stub
27,788868702,Stub
28,788869620,Stub
29,788869680,Stub
30,788869867,Start
31,788870057,Start
32,788870226,Start
33,788870285,Stub
34,788870298,Stub
35,788870402,Stub
36,788870503,Stub
37,788870538,Start
38,788870568,Stub
39,788871636,Stub
40,788871717,Start
41,788871734,Start
42,788871739,Stub
43,788871889,Stub
44,788871903,Stub
45,788871939,Stub
46,788872012,Start
47,788872030,Stub
48,788872099,Stub
