,rev_id,score
0,779756954,Stub
1,780233998,C
2,780292774,C
3,781221633,Stub
4,781735656,Start
5,781752285,C
6,781861722,Stub
7,782131917,Stub
8,782158388,Stub
9,782556135,Start
10,782557871,Start
11,782791446,Start
12,782868134,Start
13,782883488,Start
14,782883737,Start
15,782884363,Start
16,782884424,Start
17,782884501,Start
18,782884560,Start
19,783059739,Start
20,783142138,Stub
21,783380619,Start
22,783380740,Start
23,783380794,Start
24,783380859,Start
25,783380895,Stub
26,783380933,Stub
27,783380988,Start
28,783381017,Start
29,783381068,Start
30,783381234,Start
31,783381298,Start
32,783381341,Start
33,783381425,Start
34,783381457,Start
35,783381498,Start
36,783381525,Start
37,783381573,Start
38,783381714,Start
39,783381797,Stub
40,783381925,B
41,783381990,B
42,783382043,C
43,783385197,Start
44,783405075,Stub
45,783405405,Stub
46,783406498,Stub
47,783406951,Stub
48,783408259,Stub
