,rev_id,score
0,731805903,Stub
1,731805963,Stub
2,731805998,Stub
3,731808702,Stub
4,731910771,Stub
5,733081138,Stub
6,733364334,Stub
7,733502902,Stub
8,733529485,Stub
9,734346024,Stub
10,734474605,Stub
11,734511726,Start
12,735147671,Stub
13,735312705,Stub
14,735599407,Stub
15,736542441,Stub
16,736755929,Stub
17,736892978,Stub
18,736893308,Start
19,736907004,Start
20,737414797,Stub
21,737682819,Start
22,737767706,Stub
23,738872256,Stub
24,741112687,Start
25,741112966,Stub
26,741424124,Start
27,742689850,Start
28,745101501,Stub
29,745119116,Stub
30,745692997,Stub
31,746163324,Stub
32,746887558,Stub
33,748252068,Start
34,748952375,Stub
35,749481272,Start
36,751027616,Stub
37,751097332,Stub
38,751305594,Stub
39,752171074,Stub
40,752436316,Start
41,752436377,Stub
42,753853548,Stub
43,754253696,Start
44,754425007,Stub
45,754993568,Stub
46,755957737,Stub
47,756342280,Stub
48,756718618,Stub
