,rev_id,score
0,787775041,Start
1,788091312,Start
2,788225929,Stub
3,788226101,Stub
4,788226833,Stub
5,788227720,Stub
6,788227958,Start
7,788228676,Stub
8,788229081,Start
9,788231384,Stub
10,788232679,Stub
11,788232701,Start
12,788232721,Stub
13,788234283,Stub
14,788238079,Stub
15,788238631,Stub
16,788289620,
17,788422608,Stub
18,788467526,C
19,788482166,Stub
20,788622834,Start
21,788705779,Stub
22,788705855,Stub
23,788706986,Stub
24,788709265,C
25,788709582,Stub
26,788713837,Stub
27,788714182,Stub
28,788714542,Start
29,788714613,Start
30,788714784,Stub
31,788714872,Stub
32,788715119,Start
33,788715122,Stub
34,788715322,Stub
35,788715449,Stub
36,788715891,Start
37,788716039,Start
38,788716246,C
39,788719482,Start
40,788719515,Stub
41,788719751,Stub
42,788719799,Stub
43,788719883,Start
44,788719990,Start
45,788720612,Stub
46,788720617,Stub
47,788720727,Start
48,788721039,Stub
