,rev_id,score
0,797984136,Start
1,797986452,Start
2,798085455,Stub
3,798152161,C
4,798234928,Start
5,798276380,Start
6,798330441,Stub
7,798532002,Stub
8,798532524,Stub
9,798591757,C
10,798867756,Start
11,798874500,Stub
12,798893538,Stub
13,798978992,Start
14,798993371,Start
15,799035386,Stub
16,799053388,Start
17,799057027,GA
18,799065755,Stub
19,799109420,Stub
20,799245998,C
21,799283750,Start
22,799439419,Stub
23,799441237,Start
24,799441364,Start
25,799488091,Start
26,799536435,Start
27,799597928,C
28,799598389,C
29,799625653,C
30,799677219,GA
31,799709406,Start
32,799815864,Start
33,799880073,
34,799909023,Stub
35,799973643,Stub
36,800052317,Start
37,800128166,Start
38,800143157,Start
39,800147556,Stub
40,800147571,Stub
41,800147572,Stub
42,800147624,Stub
43,800147634,Stub
44,800147651,Stub
45,800147817,Start
46,800147819,Stub
47,800147868,Stub
48,800148116,Stub
