,rev_id,score
0,669833212,Stub
1,671023940,Stub
2,685320824,Start
3,699698896,Stub
4,703380433,Stub
5,703384635,Stub
6,703384656,Stub
7,715165771,Stub
8,715443678,Stub
9,719042251,Stub
10,719714040,Stub
11,719760271,Stub
12,720145180,Stub
13,720145365,Stub
14,720145472,Stub
15,720145490,Stub
16,720154872,
17,723629706,Stub
18,724469183,Start
19,724875687,Stub
20,726967980,Stub
21,734122187,Stub
22,740426622,Stub
23,740705786,Stub
24,800845598,Stub
25,800940186,Stub
26,800963145,C
27,801173178,Start
28,801329937,C
29,801364087,C
30,801442865,C
31,801492084,Stub
32,801569782,Stub
33,801838865,FA
34,803317036,Stub
35,803409972,Start
36,803730446,Start
37,803993760,Start
38,805615191,GA
39,806002700,Start
40,806071894,Start
41,806096104,C
42,806142580,C
43,806163985,Start
44,806364858,Start
45,806397669,C
46,806510585,C
47,807178306,C
48,807375109,Start
