,rev_id,score
0,795325853,Start
1,795343014,C
2,795443044,Start
3,795462271,Start
4,795544948,Stub
5,795570332,Stub
6,795879257,C
7,795990207,Stub
8,796125288,Start
9,796130428,Start
10,796202177,Stub
11,796239776,Stub
12,796510423,C
13,796570553,Stub
14,796612645,Start
15,796640528,Start
16,797243617,C
17,797255404,Start
18,797275921,Stub
19,797328523,Stub
20,797557779,Start
21,797571634,C
22,797573429,Stub
23,797630196,C
24,797657691,Start
25,797714705,Start
26,797743440,C
27,797745933,Stub
28,797781385,Start
29,797895791,C
30,797931172,C
31,797954280,Start
32,797960366,C
33,798015270,C
34,798028420,C
35,798055195,Stub
36,798066799,C
37,798074594,C
38,798115504,C
39,798169463,C
40,798200974,Start
41,798288085,C
42,798328772,C
43,798355984,Stub
44,798360912,Start
45,798381696,Start
46,798407249,Start
47,798423998,C
48,798432739,Stub
