,rev_id,score
0,795450515,Start
1,795478605,Start
2,795480219,C
3,795581140,Stub
4,795748641,C
5,795766434,Start
6,795772413,C
7,795855760,C
8,795918619,C
9,795982895,Start
10,796090817,Stub
11,796160498,Start
12,796223926,C
13,796285895,Start
14,796516853,Start
15,796531644,Start
16,796666427,Start
17,796723628,Start
18,796729363,Stub
19,796740130,C
20,796754057,C
21,796772904,Stub
22,796842814,Start
23,796948889,C
24,796988403,C
25,797001743,Start
26,797001965,Stub
27,797116148,Start
28,797203312,C
29,797270565,Start
30,797323903,C
31,797606419,Start
32,797775720,GA
33,797816708,C
34,797937190,Start
35,798112906,GA
36,798166384,Stub
37,798349303,Stub
38,798351202,C
39,798412502,Stub
40,798553329,C
41,798588592,C
42,798621567,C
43,798809832,Start
44,798876226,Start
45,798897554,Stub
46,798999842,Start
47,799160873,Stub
48,799184140,Start
