,rev_id,score
0,800270596,Start
1,800270639,Stub
2,800270747,Stub
3,800270754,Stub
4,800270772,Stub
5,800270786,Stub
6,800270798,Stub
7,800270812,Stub
8,800270821,Start
9,800270830,Stub
10,800270838,Stub
11,800270915,Stub
12,800271134,Start
13,800271200,Stub
14,800271209,Stub
15,800271215,Stub
16,800271254,Stub
17,800271262,Stub
18,800271305,Stub
19,800271309,Stub
20,800271319,Stub
21,800271390,Stub
22,800271504,Stub
23,800271513,Stub
24,800271528,Stub
25,800271554,Start
26,800271645,Start
27,800271660,Stub
28,800271678,Stub
29,800271713,Stub
30,800271717,Start
31,800271761,Start
32,800271767,Start
33,800271930,Stub
34,800271993,Stub
35,800272038,Stub
36,800272065,Stub
37,800272094,Stub
38,800272105,Start
39,800272136,Stub
40,800272167,Stub
41,800289343,Stub
42,800289348,Start
43,800289359,Stub
44,800289371,Stub
45,800289396,Start
46,800289403,Stub
47,800289408,Stub
48,800289546,Start
