,rev_id,score
0,803932329,C
1,803956502,Start
2,803977666,Start
3,803979531,Stub
4,803994571,Stub
5,804035264,Start
6,804037337,Start
7,804109224,Start
8,804111013,C
9,804111132,C
10,804114360,C
11,804122505,Stub
12,804180521,C
13,804214335,B
14,804267965,C
15,804309392,C
16,804359943,C
17,804419989,C
18,804440578,Stub
19,804455705,GA
20,804502547,Stub
21,804535127,Stub
22,804538266,C
23,804585627,Stub
24,804693691,GA
25,804694486,Start
26,804697364,Stub
27,804731194,Stub
28,804809259,Stub
29,804852355,C
30,804870011,Stub
31,804875018,Stub
32,804895724,Stub
33,804910192,Stub
34,804915776,Stub
35,804930428,B
36,804951146,Start
37,804977966,C
38,804996783,C
39,805039926,Start
40,805093124,GA
41,805105906,Stub
42,805156174,C
43,805156513,Start
44,805197885,C
45,805232136,Stub
46,805260085,B
47,805277093,C
48,805278526,GA
