,rev_id,score
0,800482341,Start
1,800563623,C
2,800658018,C
3,800686605,Stub
4,800721452,Stub
5,800780630,Start
6,800780845,Start
7,800792781,C
8,800799349,C
9,800895551,Start
10,800895594,Start
11,800903404,Stub
12,800947426,Start
13,800985148,Stub
14,801054371,Start
15,801055971,Stub
16,801088550,Stub
17,801090356,C
18,801097051,Stub
19,801106032,C
20,801106070,Stub
21,801108758,Stub
22,801108861,Stub
23,801162169,GA
24,801242123,Stub
25,801242428,Stub
26,801242544,Stub
27,801242640,Stub
28,801269018,C
29,801269160,Stub
30,801269575,Stub
31,801270642,C
32,801317362,Stub
33,801364093,Start
34,801370979,Start
35,801374757,C
36,801449514,Stub
37,801449531,Stub
38,801459102,Stub
39,801459824,Stub
40,801460613,Stub
41,801467345,Stub
42,801485089,Stub
43,801511185,Stub
44,801518291,Start
45,801520135,C
46,801591367,C
47,801633630,Stub
48,801731727,C
